Organization,Year,Month,Request Number,Summary,Disposition,Number of Pages
Library and Archives Canada,2014,03,A-2013-00555,"RG25, Vol 15751, File Number 38-1-1-CIDA (1) – Strategic Overview – Amrica Lat, Part 9, File Title: Aid Development and Export Finance-Policy Plans and Programmes-Canada-Strategic overview ( Including Regional Programm- review and Eligibility) Latin America - From January 1989 to April 1991

MIKAN 1868217

RG25, Vol 18068, File Number 38-1-1-Amrica Lat, Part 1, File Title: Aid, Development and Export Finance-Policy,Plans and Programmes-Canada-Latin Amrica from April 1986 to February 1990
MIKAN 4502033",Disclosed in part,452
Library and Archives Canada,2014,03,A-2013-00556,"RG25, Vol 18528, File Number 20-CDA-9-Amrica Lat, Part 39, File Title: Political Affairs – Canada – Visits – Latin America 1991/02/01 – 1992/17/15
MIKAN 4499950",All disclosed,302
Library and Archives Canada,2014,03,A-2013-00557,"RG25, Vol 14498, File Number 20-1-2-Amrica Lat, Part 40, File Title: Political Affairs-Policy & Background Canadian External Policy Relation Latin America  01-09-1989 to 30-01-1990

MIKAN 4514617

RG25, Vol 24928, File Number 20-1-2-Amrica Lat, Part 43, File Title: POLITICAL AFFAIRS-POLICY & BACKGROUND CANADIAN EXTERNAL POLICY RELATION LATIN AMERICA 14-05-1993 to 30-04-1994

MIKAN 3976675

RG25, Volume 24928, File Number 20-1-2-Amrica Lat, Part 44, File Title: POLITICAL AFFAIRS-POLICY & BACKGROUND CANADIAN EXTERNAL POLICY RELATIONS LATIN AMERICA LAT 16-07-1992 to 15-02-1993
MIKAN 3976676",All disclosed,576
Library and Archives Canada,2014,03,A-2013-00561,"RG13, Vol 41, File Number 1978-623, File Title: The Department of Justice application to be placed on the superannuation list, Rev J.W. Leclerc and Rev John Allan.
MIKAN 1317275",All disclosed,8
Library and Archives Canada,2014,03,A-2013-00569,"Canada Visit by President Eisenhower and his wife the 13th and 14th of November 1953.  This is my request to be allowed the privilege of reviewing the report(s) files covering President Eisenhower’s official visit, in particular the part involving we members of Ottawa Tower Station. 

 

RG25, Vol 4402, File Number 11912-A-40, Part 2, File Title: Press Arrangements for the Visit Ottawa of President Eisenhower 1953 - (October 19, 1953 to February 3, 1954)

MIKAN 1815673

RG25, Vol 4401, File Number 11912-40, Part 2, File Title: Visit of President Eisenhower to Ottawa- From November 1953 to February 1954

MIKAN 1815671

RG25, Vol 4402, File Number 11912-A-1-40, Part 1, File Title: Accreditations - Press Arrangements for the Visit to Ottawa of President Eisenhower - 1953  -  (October 15, 1953 to April 12, 1953)

MIKAN 1815674

RG25, Vol 4322, File Number 11912-A-40, Part 1, File Title: Visit to Ottawa of President Eisenhower, 1953 - Press Arrangements - (October to November 1953)

MIKAN 1841190

RG25, Vol 4322, File Number 11912-40, Part FP, File Title: Visit to Ottawa of President Eisenhower 1953

MIKAN 1841189

RG25, Vol 4322, File Number 11912-A-40, Part FP 2, File Title: Visit to Ottawa of President Eisenhower 1953

MIKAN 1841190

RG25, Vol 6662, File Number 11912-40, Parts 1.1 and 1.2, File Title: Visit of President Eisenhower to Ottawa, November 13-14, 1953 - (January 20, 1953 to October 13, 1953)

MIKAN 1851947

RG12, Vol 34, File Number 1679-18, File Title: Miscellaneous - Visiting Celebrities - Arrangements - President Eisenhower's Visit to Canada - 1953  (October 1953 to February 24, 1954)

MIKAN 1195028

RG25, Vol 4401, File Number 11912-A-40, File Title: President Eisenhower -Press Arrangements for the Visist to Ottawa in 1953 - From August 1953 to November 1953

MIKAN 1815672

RG6, Accession 1984-85/531, Box 32, File Number 156-2-U2-2, File Title: Visits and Hospitality - United States of America - Eisenhower, Dwight D., Pres., 1953 - (April 30, 1953 to February 1, 1954)
MIKAN 1715319",All disclosed,2121
Library and Archives Canada,2014,03,A-2013-00570,"Records of the Secretary of State 

RG-6, Records relating to Opportunities for Youth Vols. 148, 149, 150
Records relating to the Company of Young Canadians Vol. 109",Nothing Disclosed (excluded),0
Library and Archives Canada,2014,03,A-2013-00571,"RG24, Series C-1-6, Accession 1983-84/048, Box 2836, File Number 6032-1, File Title: Equipment Store Maintenance & Repairs – Overall policy

RG24, Series C-1-6, Accession 1983-84/048, Box 2836, File Number 6032-web, File Title: Maintenance & Repairs web equipment

RG24, Series C-1-6, Accession 1983-84/048, Box 2836, File Number 6032-1, Part 2, File Title: Equipment & Stores Maintenance & Repairs – Overall policy

RG24, Series C-1-6, Accession 1983-84/048, Box 2836, File Number 6032-1, Part 3, File Title: Equipment Store Maintenance & Repairs – Overall policy

RG24, Series C-1-6, Accession 1983-84/048, Box 2836, File Number 6032-1, Part 4, File Title: Equipment & Store Maintenance & Repairs – Overall policy

RG24, Series C-1-6, Accession 1983-84/048, Box 2836, File Number 6032-1, Part 5, File Title: Equipment & Store Maintenance & Repairs – Overall policy

RG24, Series C-1-6, Accession 1983-84/048, Box 2836, File Number 6032-1, File Title: Manufacture & repairs to Army stores & equipment – By Federal Penitentiaries
Files part of: Central registry files of Army, MIKAN 42451",All disclosed,1919
Library and Archives Canada,2014,03,A-2013-00573,"Please provide any information outlining increased security posture at Royal Military College of Canada, in the period following September 11, 2001 to December 2003.",Does not exist,0
Library and Archives Canada,2014,03,A-2013-00574,"Volume 35445 all parts
Equipment and Stores - Web equipment-general file (all volumes)",Nothing Disclosed (excluded),0
Library and Archives Canada,2014,03,A-2013-00575,"RG 73 Associated Records

Henry Montgomery Carlsen

B. 12 March 1920 Glasgow
Landed Immigrant 27 October 1950 Vancouver",Does not exist,0
Library and Archives Canada,2014,03,A-2013-00579,"RG25, Vol 13964, File Number 37-22-1-AMRICA LAT, Part 1, File Title: Foreign Trade - Strategic Trade Control - Exports of Arms and Military Equipment by Canada - Latin America - (1964/09/11 - 1968/12/31)

MIKAN  4490317

RG25, Vol 19360, File Number 37-22-1-CARIB, Part 1, File Title: Foreign Trade - Strategic Trade Control - Exports of Arms and Military Equipment by Canada - CARIB - (1964/03/01 to 1988/02/28)
MIKAN 4113374",All disclosed,279
Library and Archives Canada,2014,03,A-2013-00597,"R112, Vol 34229, File Number 4560-946/616, Part 1, File Title: Promotion – Censors W.R.C.N.S. – July 1944 to September 1944

MIKAN 4263566

RG24, Vol 34358, File Number 4925-500, Part 1, File Title: Training and Examination – Communication – W.R.C.N.S. – Officers – November 1944 to March 1945

MIKAN 4264132

RG24, Vol 11541, File Number H-1-1-4, File Title: Organization – General Organization – Organization of W.R.C.N.S. – June 1943 to March 1946

MIKAN 925132

R112, Vol 33965, File Number 4000-14, File Title: Naval Personnel – General Series – W.R.C.N.S. Personnel – May 1944 to January 1946

MIKAN 4260791

RG24, Vol 34358, File Number 4925-700, Part 1, File Title: Training and Examination – Communication W.R.C.N.S. – Telegraphists – General – October 1944 to November 1944
MIKAN 4264133",Disclosed in part,0
Library and Archives Canada,2014,03,A-2013-00599,"RG24, Accession 1983-84/049, Box 581, File Number 425-3, Part 1, File Title: 1940-1944 - Casualties - Missing Personnel - Certificates of Death & Presumption of Death

MIKAN 4186696

RG24, Accession 1983-84/049, Box 581, File Number 425-3, Part 2, File Title: 1944-1955 - Casualties - Missing Personnel - Certificates of Death & Presumption of Death

MIKAN 4186697

RG24, Series E-1-b, Vol 5236, File Number 19-40-2, File Title: Aircraft Detection Corps (ADC) - Eastern Air Command Reports (EAC) outside dates: 1941 to 1945

MIKAN 907814

RG24, Series E-1-b, Vol 5236, File Number 19-40-1, File Title: Aircraft Detection Corps (ADC) - Reports outsides dates: 1941 to 1944
MIKAN 907813",All disclosed,305
Library and Archives Canada,2014,03,A-2013-00602,"All records related to the investigation by the Royal Canadian Mounted Police into the death of William Robert Nahirnik, who died in Millet, Alberta on or about January 23, 1947.",Does not exist,0
Library and Archives Canada,2014,03,A-2013-00605,"1- Control No. 3873, File No. 2005-0045, Annex A to 2005-041 CFILO(W), dated April 21, 1988.

2- Ref. 45/7, Control No. 5912, File No. 2005-0045.

3- Director General Intelligence, dated July 25, 1988; 
re: 2000-8 (DG Int), with enclosure.",Does not exist,0
Library and Archives Canada,2014,03,A-2013-00607,I am writing to you in my capacity as Chairman & CEO of The Humane Society of Canada to request copies of all records of any description held anywhere relating to The Humane Society of Canada from today's date and working backwards until 1st January 1993.,Does not exist,0
Library and Archives Canada,2014,03,A-2013-00624,"Accession 1999-01431-6, Box 180, File Number 485/23-16-002, File Title: Principal’s monthly report – Fort Frances Agency – Sabaskong Day School – from 1956 to 1968
MIKAN 2305625",Disclosed in part,210
Industry Canada,2014,03,A-2012-00201,"Briefing notes to the Minister of Industry and to the Deputy Minister — June 6 to June 28, 2012",Disclosed in Part,229
Industry Canada,2014,03,A-2012-00221,"Briefing notes to the Minister of Industry and to the Deputy Minister — June 1 to June 8, 2012",Disclosed in Part,173
Industry Canada,2014,03,A-2013-00271,Briefing books for Minister of State (Science and Technology) — July 2013,Disclosed in Part,178
Industry Canada,2014,03,A-2013-00293,"Email to/from Deputy Minister re: SSHRC, NSERC, and CIHR — August 1 to August 31, 2013",Disclosed in Part,8
Industry Canada,2014,03,A-2013-00366,Document #248316,Nothing Disclosed (Exclusions),0
Industry Canada,2014,03,A-2013-00375,Canada's Anti-Spam Act,Disclosed in Part,101
Industry Canada,2014,03,A-2013-00400,Document #0246222 — Meeting with Wayne Smith — Chief Statician,Disclosed in Part,5
Industry Canada,2014,03,A-2013-00404,Document #0246291 — Meeting with French Minister Benoit Hamon,Disclosed in Part,21
Industry Canada,2014,03,A-2013-00406,Document #0247452 — Meeting with Israeli Ambassador,Disclosed in Part,12
Industry Canada,2014,03,A-2013-00418,Document #0252097 — Wireless Industry Fact Sheets,Disclosed in Part,52
Industry Canada,2014,03,A-2013-00419,Document #0247864,Nothing Disclosed (Exclusions),0
Industry Canada,2014,03,A-2013-00422,Document #0246612 — Tax Sheltered US funds,Disclosed in Part,7
Industry Canada,2014,03,A-2013-00423,Document #0246614 — Public Safety  Broadband,Disclosed in Part,3
Industry Canada,2014,03,A-2013-00432,Document #0248464 — C-30/Lawful  Access,Disclosed in Part,4
Industry Canada,2014,03,A-2013-00434,"Documents #0248624, #0249984, #0252754 and #0252973 — Meeting with Blackberry",Disclosed in Part,55
Industry Canada,2014,03,A-2013-00435,Documents #0249736 — Meeting with CRTC,Disclosed in Part,12
Industry Canada,2014,03,A-2013-00442,Document #0244687 — Detroit Auto Show 2013,Disclosed in Part,92
Industry Canada,2014,03,A-2013-00454,Document #0250020 — Canadian Association of Defence and Security Industries and Document #250957 — Military Procurement,Disclosed in Part,8
Industry Canada,2014,03,A-2013-00457,Document #0250430 — Follow Up call — Ray Tanguay (Toyota),Disclosed in Part,6
Industry Canada,2014,03,A-2013-00460,"Document #0252513 — Meeting with Jean-Pierre  Blais, CRTC",Disclosed in Part,13
Industry Canada,2014,03,A-2013-00465,Document #0253223-Telus — FTTH Plans Discussion,Disclosed in Part,9
Industry Canada,2014,03,A-2013-00481,"Briefing notes to the Minister of State — October 14 to October 21, 2013",Disclosed in Part,14
Industry Canada,2014,03,A-2013-00511,Briefing notes and reports re: Scientific Research an Experimental Development program,Disclosed in Part,52
Industry Canada,2014,03,A-2013-00519,Document #0241127 — Meeting with RIM,Disclosed in Part,12
Industry Canada,2014,03,A-2013-00522,Document #0241186 — Strategic Retreat,Disclosed in Part,32
Industry Canada,2014,03,A-2013-00534,Document #0248777,Nothing Disclosed (Exclusions),0
Industry Canada,2014,03,A-2013-00535,Document #0248898 — Policy Priorities,Disclosed in Part,3
Industry Canada,2014,03,A-2013-00543,Document #0242007,Nothing Disclosed (Exclusions),0
Industry Canada,2014,03,A-2013-00547,Document #0243670 — Canada-Japan Economic Partnership Agreement First Round of Negotiations,Disclosed in Part,3
Industry Canada,2014,03,A-2013-00561,Document #0240343,Nothing Disclosed (Exclusions),0
Industry Canada,2014,03,A-2013-00565,Document #0235585,Nothing Disclosed (Exemptions),0
Industry Canada,2014,03,A-2013-00586,Document #0231176,Nothing Disclosed (Exclusions),0
Industry Canada,2014,03,A-2013-00594,Document #0240833 — Meeting with Canadian Natural Resources Limited,Disclosed in Part,8
Industry Canada,2014,03,A-2013-00602,Document #0241997 — Potential Trip to Israel and Germany,Disclosed in Part,21
Industry Canada,2014,03,A-2013-00620,Document #0240417 — Pratt & Whitney,Disclosed in Part,3
Industry Canada,2014,03,A-2013-00621,Document #0239524 — Federal Policies that Support Manufacturing,All Disclosed,8
Industry Canada,2014,03,A-2013-00625,Document #0234384 — Digital technology Adoption Pilot Program Quarterly Report,Disclosed in Part,3
Industry Canada,2014,03,A-2013-00627,Document #0234877,Nothing Disclosed (Exclusions),0
Industry Canada,2014,03,A-2013-00640,Document #0238132 — Report of the Canadian Association of Defence and Security Industries Working Group,Disclosed in Part,8
Industry Canada,2014,03,A-2013-00645,Document #0239154 — DMC-Labour Skills,Disclosed in Part,3
Industry Canada,2014,03,A-2013-00648,Document #0240055,Nothing Disclosed (Exclusions),0
Industry Canada,2014,03,A-2013-00670,Document #0249130,Nothing Disclosed (Exclusions),0
Industry Canada,2014,03,A-2013-00715,"Emergency Locator Transmitter signal received on or about November 16, 2013",Disclosed in Part,22
Industry Canada,2014,03,A-2013-00750,Document #0252165 — Making Available Rights for performers and makers of sound recordings,Disclosed in Part,3
Industry Canada,2014,03,A-2013-00755,Document #0252507 — F-35 Industrial Participation,All Disclosed,4
