Organisation,Annee,Mois,Numero de la demande,Sommaire de la demande,Disposition,Nombre de pages
Agence canadienne d'inspection des aliments,2012,01,A-2011-00215,Toutes les commandes d'achats locaux traitées par l'ACIA dans la RCN pour l'approvisionnement en services d'aide temporaire en novembre 2011.,N'existe pas,0
Agence canadienne d'inspection des aliments,2012,01,A-2011-00217,Toutes les commandes subséquentes et modifications passées par l'ACIA dans la RCN en novembre 2011 en vertu de l'offre à commandes de Services professionnels en informatique centrés sur les tâches (EN578-0055605).,N'existe pas,0
Agence canadienne d'inspection des aliments,2011,12,A-2010-00090,No du SGI : 46121 - Réaction allergique suspectée à la farine de chanvre Hempola ou à la farine de sorgho et tous les documents d'appui.,Divulgation partielle,543
Agence canadienne d'inspection des aliments,2011,12,A-2010-00113,"Toutes les notes concernant les réunions entre le président de l'Agence canadienne d'inspection des aliments (ACIA) et les groupes de l'industrie ou les représentants de l'entreprise, du 24 juin 2009 au 28 juillet 2010.",Divulgation partielle,559
Agence canadienne d'inspection des aliments,2011,12,A-2010-00117,"Tous les dossiers relatifs au Groupe de travail interministériel sur la biotechnologie animale (GTIBA), du 1er juin 2009 au 10 août 2010, sauf les dossiers exclus.",Divulgation partielle,359
Agence canadienne d'inspection des aliments,2011,12,A-2010-00236,"Les 100 rapports d'inspection les plus récents sur les échantillons recueillis auprès des Tim Horton, Starbuck, Orange Julius et Booster Juice de Vancouver, Winnipeg, Toronto et Ottawa, en date du 25 mai 2011.",Divulgation partielle,23
Agence canadienne d'inspection des aliments,2011,12,A-2010-00339,No du SGI : 48647 - Résultat positif possible du fromage français à l'épreuve de détection de Listeria et tous les documents d'appui.,Divulgation partielle,270
Agence canadienne d'inspection des aliments,2011,12,A-2011-00079,"Tous les dossiers dans la région de la capitale nationale de l'ACIA relatifs au Programme de vérification du poids net, du 1er novembre 2010 au 2 mai 2011.",Divulgation partielle,118
Agence canadienne d'inspection des aliments,2011,12,A-2011-00095,Tous les dossiers relatifs à deux plaintes de l'industrie reçues en 2011 concernant le Master Feed's Mill jusqu'au 26 juillet 2011.,Divulgation partielle,170
Agence canadienne d'inspection des aliments,2011,12,A-2011-00126,"Tous les essais de germination et les tests de vigueur végétative, les rapports d'inspection des cultures, les emplacements des champs, l'information sur les producteurs et le nombre d'années de production selon la variété de semence de canola DEKALB 3235 ayant le numéro de lot NH2081681 (certificat no 1013-8-081681) et le numéro de lot BH12081682 (certificat no 1013-8-081682).",Aucune divulgation (exclusion),0
Agence canadienne d'inspection des aliments,2011,12,A-2011-00142,No du SGI : 50341 - Présence de javellisant possible dans les bouteilles d'eau et tous les documents d'appui.,Divulgation partielle,108
Agence canadienne d'inspection des aliments,2011,12,A-2011-00146,"Toute la correspondance envoyée à Flora Manufacturing & Distributing Ltd. au sujet d'un problème d'utilisation de la marque de commerce MGO sur l'étiquette d'un produit du miel Manuka vendu au Canada. L'étiquette affichait les termes « méthygloyxal alimentaire », du 1er mai 2011 au 5 octobre 2011.",Divulgation complète,3
Agence canadienne d'inspection des aliments,2011,12,A-2011-00156,No du SGI : 52917 - Maladie suspectée après la consommation d'un lait au chocolat.,Divulgation partielle,10
Agence canadienne d'inspection des aliments,2011,12,A-2011-00168,"Au 9 novembre 2011, la plus récente date d'analyse sur la portée de l'agrile du frêne (Ontario), du longicorne asiatique (Ontario) et de la tordeuse des bourgeons de l'épinette (Ontario) dans le format compatible Arc map, si possible.",Divulgation complète,2
Agence canadienne d'inspection des aliments,2011,12,A-2011-00177,"Les dossiers de deux cas d'utilisation frauduleuse de cartes d'achat ayant causé une perte de 2 368 $, mentionnés dans les Comptes publics du Canada de 2010-2011.",Divulgation partielle,36
Agence canadienne d'inspection des aliments,2011,12,A-2011-00182,"Toutes les documents concernant le sucre et les breuvages populaires hauts en sucre contenant (a) un montant non-négligeable de sucre et (b) ne démontrant pas de tableau de valeur nutritive. Alors seulement les boissons d'énergie telles que le Red Bull, etc. Pas les boissons comme Coke, Dr. Pepper, Pepsi, etc.",N'existe pas,0
Agence canadienne d'inspection des aliments,2011,11,A-2009-00188,"Tous les registres concernant les téléconférences trimestrielles tenus par de hauts fonctionnaires des États-Unis, de l'Australie, du Canada et de la Nouvelle-Zélande sur l'établissement d'une stratégie en matière de salubrité des aliments, du 1er avril 2008 au 15 octobre 2009.",Divulgation partielle,88
Agence canadienne d'inspection des aliments,2011,11,A-2010-00014,Tous les documents relatifs à une enquête ou à une inspection par l'ACIA concernant Les aliments Lakewood Foods et la vérification des documents concernant certains conteneurs d'expédition.,Divulgation partielle,740
Agence canadienne d'inspection des aliments,2011,11,A-2010-00296,"Toute la correspondance en ligne entre Rick Fleming, Suzanne Davidson et Megan Bergman pour les mois d'août, de septembre, d'octobre et de novembre 2010.",Divulgation partielle,422
Agence canadienne d'inspection des aliments,2011,11,A-2011-00022,"Tous les comptes rendus concernant les réunions du Comité consultatif du ministre (CCM) de l'ACIA, du 18 novembre 2010 au 1er avril 2011.",Divulgation partielle,424
Agence canadienne d'inspection des aliments,2011,11,A-2011-00060,Tous les registres envoyés et reçus par le Dr Brian Evans ou par son personnel concernant le jumelage des laboratoires de référence de l'OIE pour la brucellose à l'ACIA et des laboratoires en Chine.,Divulgation partielle,31
Agence canadienne d'inspection des aliments,2011,11,A-2011-00096,"Le rapport du Comité de classification sur le processus d'évaluation des postes IPP pour le groupe Produits transformés/évaluation des systèmes, y compris les rapports de justification, les recommandations et les décisions du Comité de classification pour les postes IPP qui ont été reclassifiés au groupe EG entre le 1er janvier 1999 et le 31 décembre 2000.",Divulgation complète,264
Agence canadienne d'inspection des aliments,2011,11,A-2011-00097,"Le rapport du Comité de classification sur le processus d'évaluation des postes IPP pour le groupe Fruits et légumes frais, y compris les rapports de justification, les recommandations et les décisions du Comité de classification pour les postes IPP qui ont été reclassifiés au groupe EG entre le 1er janvier 1999 et le 31 décembre 2000.",Divulgation complète,236
Agence canadienne d'inspection des aliments,2011,11,A-2011-00098,"Le rapport du Comité de classification sur le processus d'évaluation des postes IPP pour le groupe Aéroport/frontière/santé animale, y compris les rapports de justification, les recommandations et les décisions du Comité de classification pour les postes IPP qui ont été reclassifiés au groupe EG entre le 1er janvier 1999 et le 31 décembre 2000.",Divulgation complète,268
Agence canadienne d'inspection des aliments,2011,11,A-2011-00099,"Le rapport du Comité de classification sur le processus d'évaluation des postes IPP pour le groupe Protection des végétaux/pommes de terre de semence, y compris les rapports de justification, les recommandations et les décisions du Comité de classification pour les postes IPP qui ont été reclassifiés au groupe EG entre le 1er janvier 1999 et le 31 décembre 2000.",Divulgation complète,215
Agence canadienne d'inspection des aliments,2011,11,A-2011-00100,"Le rapport du Comité de classification sur le processus d'évaluation des postes IPP pour le groupe Intrants agricoles (semences, aliments du bétail et engrais), y compris les rapports de justification, les recommandations et les décisions du Comité de classification pour les postes IPP qui ont été reclassifiés au groupe EG entre le 1er janvier 1999 et le 31 décembre 2000.",Divulgation complète,202
Agence canadienne d'inspection des aliments,2011,11,A-2011-00101,"Le rapport du Comité de classification sur le processus d'évaluation des postes IPP pour le groupe Hygiène des viandes, y compris les rapports de justification, les recommandations et les décisions du Comité de classification pour les postes IPP qui ont été reclassifiés au groupe EG entre le 1er janvier 1999 et le 31 décembre 2000.",Divulgation complète,230
Agence canadienne d'inspection des aliments,2011,11,A-2011-00102,"Le rapport du Comité de classification sur le processus d'évaluation des postes IPP pour le groupe Inspections multiprogrammes, y compris les rapports de justification, les recommandations et les décisions du Comité de classification pour les postes IPP qui ont été reclassifiés au groupe EG entre le 1er janvier 1999 et le 31 décembre 2000.",Divulgation complète,316
Agence canadienne d'inspection des aliments,2011,11,A-2011-00105,Tous les registres de la DGPP associés au Projet sur les aliments destinés aux enfants (1er janvier 2011 au 28 juillet 2011).,Divulgation partielle,341
Agence canadienne d'inspection des aliments,2011,11,A-2011-00106,"Une copie des ententes confidentielles conclues entre l'ACIA et la Food and Drugs Administration (FDA), ainsi qu'une liste des données échangées en 2011, soit jusqu'au 12 août 2011, y compris pour les produits possiblement contaminés lors de l'éclosion de Salmonella et d'E. coli. Inclure également les domaines d'expertise de la FDA sur lesquels s'appuie l'ACIA, car elle manque de ressources pour mener des enquêtes sur la salubrité des aliments, ainsi que activités proactives de dépistage et d'inspection. Les registres de la DGPP et de la Direction générale des sciences seulement.",Divulgation partielle,4
Agence canadienne d'inspection des aliments,2011,11,A-2011-00122,SGI-52207 Une pièce de plastique suspecte a été trouvée dans la salade verte.,Divulgation partielle,39
Agence canadienne d'inspection des aliments,2011,11,A-2011-00123,"Nous voudrions connaître les résultats des investigations, les actions correctives qui ont été demandées à la compagnie Original Foods (suivre la plainte qui concerne le sirop de table Original Foods UPC# 0 67924 11452 7), les pénalités imposées le cas échéant et toutes les communications internes et externes à ce sujet.",Divulgation partielle,222
Agence canadienne d'inspection des aliments,2011,11,A-2011-00125,Sommaire des téléconférences : Programme des aliments importés et manufacturés (PAIM) - projets sur les pratiques d'étiquetage équitables du 1er janvier au 31 décembre 2010 et les spécifications du travail du PAIM - du 1er janvier au 15 août 2011.,Divulgation partielle,28
Agence canadienne d'inspection des aliments,2011,11,A-2011-00140,Une copie de tous les rapports de laboratoire concernant le rappel des noix de Grenoble d'Andersen & Sons (lot W1866) en raison de la bactérie E. coli du 1er septembre 2011 au 19 octobre 2011.,Divulgation complète,46
Agence canadienne d'inspection des aliments,2011,11,A-2011-00144,"À la suite de la vérification du SVC portant sur les viandes, publiée en février 2011, veuillez fournir des copies des entrevues menées en mars, avril et mai 2010 pour cette vérification.",Aucune divulgation (exception),0
Agence canadienne d'inspection des aliments,2011,11,A-2011-00154,"Pour 2011, à l'ACIA, veuillez fournir une copie de toutes les commandes d'aide temporaires accordées à la région du Pacifique et la région de l'Ontario, tous les marchés de SPICT accordés par TPSGC et tous les contrats de SPTS accordés par TPSGC.",Divulgation complète,17
